SEMESTER,MJD START,MJD END,PROGRAM,PI
2005B,53647.415972222225,53647.666666666664,2005B996,Glenar
2005B,53648.166666666664,53648.415972222225,2005B997,Bus
2005B,53648.415972222225,53648.666666666664,2005B996,Glenar
2005B,53649.166666666664,53649.666666666664,2005B995,Rayner
2005B,53650.166666666664,53650.666666666664,2005B995,Rayner
2005B,53651.166666666664,53651.666666666664,2005B016,Binzel
2005B,53652.166666666664,53652.666666666664,2005B050,Jedicke
2005B,53653.166666666664,53653.666666666664,2005B050,Jedicke
2005B,53654.166666666664,53654.415972222225,2005B093,Magri
2005B,53654.415972222225,53654.666666666664,2005B106,van
2005B,53655.166666666664,53655.666666666664,2005B093,Magri
2005B,53656.166666666664,53656.4375,2005B087,Grundy
2005B,53656.4375,53656.666666666664,2005B093,Magri
2005B,53656.583333333336,53656.666666666664,2005B058,Reipurth
2005B,53658.166666666664,53658.666666666664,2005B021,Burgasser
2005B,53659.166666666664,53659.666666666664,2005B021,Burgasser
2005B,53660.166666666664,53660.666666666664,2005B021,Burgasser
2005B,53661.166666666664,53661.541666666664,2005B032,Kirkpatrick
2005B,53661.541666666664,53661.791666666664,2005B078,Yanamandra-Fisher
2005B,53662.166666666664,53662.541666666664,2005B032,Kirkpatrick
2005B,53662.541666666664,53662.791666666664,2005B078,Yanamandra-Fisher
2005B,53663.166666666664,53663.458333333336,2005B994,Kirkpatrick
2005B,53663.458333333336,53663.666666666664,2005B993,Yanamandra-Fisher
2005B,53664.166666666664,53664.666666666664,2005B995,Rayner
2005B,53665.166666666664,53665.541666666664,2005B992,Vacca
2005B,53665.541666666664,53665.666666666664,2005B991,Orton
2005B,53666.166666666664,53666.541666666664,2005B035,Nagao
2005B,53666.541666666664,53666.666666666664,2005B005,Orton
2005B,53667.166666666664,53667.541666666664,2005B035,Nagao
2005B,53667.541666666664,53667.666666666664,2005B005,Orton
2005B,53668.166666666664,53668.666666666664,2005B081,Blaney
2005B,53669.166666666664,53669.666666666664,2005B020,Bailey
2005B,53670.166666666664,53670.666666666664,2005B020,Bailey
2005B,53671.166666666664,53671.666666666664,2005B020,Bailey
2005B,53672.166666666664,53672.415972222225,2005B106,van
2005B,53672.415972222225,53672.666666666664,2005B082,Chiar
2005B,53673.166666666664,53673.415972222225,2005B019,Tokunaga
2005B,53673.415972222225,53673.666666666664,2005B082,Chiar
2005B,53674.166666666664,53674.415972222225,2005B019,Tokunaga
2005B,53674.415972222225,53674.666666666664,2005B082,Chiar
2005B,53677.166666666664,53677.666666666664,2005B990,Kilic
2005B,53678.166666666664,53678.541666666664,2005B990,Kilic
2005B,53678.541666666664,53678.666666666664,2005B058,Reipurth
2005B,53679.166666666664,53679.666666666664,2005B031,Kilic
2005B,53680.166666666664,53680.666666666664,2005B031,Kilic
2005B,53681.166666666664,53681.666666666664,2005B031,Kilic
2005B,53682.166666666664,53682.666666666664,2005B031,Kilic
2005B,53683.166666666664,53683.666666666664,2005B042,Bjorkman
2005B,53684.166666666664,53684.666666666664,2005B012,Tedesco
2005B,53685.166666666664,53685.415972222225,2005B012,Tedesco
2005B,53685.415972222225,53685.666666666664,2005B055,Mueller
2005B,53686.166666666664,53686.415972222225,2005B012,Tedesco
2005B,53686.415972222225,53686.666666666664,2005B060,Thomas
2005B,53687.166666666664,53687.415972222225,2005B012,Tedesco
2005B,53687.415972222225,53687.666666666664,2005B060,Thomas
2005B,53688.166666666664,53688.415972222225,2005B073,Clark
2005B,53688.415972222225,53688.666666666664,2005B055,Mueller
2005B,53689.166666666664,53689.666666666664,2005B073,Clark
2005B,53690.166666666664,53690.666666666664,2005B073,Clark
2005B,53691.166666666664,53691.5,2005B081,Blaney
2005B,53691.5,53691.666666666664,2005B107,Volquardsen
2005B,53692.415972222225,53692.666666666664,2005B107,Volquardsen
2005B,53692.415972222225,53692.666666666664,2005B055,Mueller
2005B,53692.458333333336,53692.791666666664,2005B005,Orton
2005B,53692.458333333336,53692.791666666664,2005B005,Orton
2005B,53696.166666666664,53696.458333333336,2005B019,Tokunaga
2005B,53696.458333333336,53696.791666666664,2005B109,Yanamandra-Fisher
2005B,53696.916666666664,53696.166666666664,2005B053,Marcq
2005B,53697.166666666664,53697.666666666664,2005B077,Patience
2005B,53697.916666666664,53697.166666666664,2005B053,Marcq
2005B,53698.166666666664,53698.666666666664,2005B077,Patience
2005B,53699.166666666664,53699.458333333336,2005B015,Bender
2005B,53699.458333333336,53699.791666666664,2005B072,Chanover
2005B,53700.166666666664,53700.458333333336,2005B015,Bender
2005B,53700.458333333336,53700.791666666664,2005B072,Chanover
2005B,53701.166666666664,53701.458333333336,2005B015,Bender
2005B,53701.458333333336,53701.791666666664,2005B072,Chanover
2005B,53702.166666666664,53702.458333333336,2005B015,Bender
2005B,53702.458333333336,53702.791666666664,2005B072,Chanover
2005B,53703.166666666664,53703.415972222225,2005B019,Tokunaga
2005B,53703.415972222225,53703.666666666664,2005B055,Mueller
2005B,53704.166666666664,53704.666666666664,2005B044,Dinerstein
2005B,53705.166666666664,53705.666666666664,2005B044,Dinerstein
2005B,53706.166666666664,53706.666666666664,2005B085,Encrenaz
2005B,53707.166666666664,53707.666666666664,2005B085,Encrenaz
2005B,53708.166666666664,53708.666666666664,2005B085,Encrenaz
2005B,53709.166666666664,53709.666666666664,2005B046,Greathouse
2005B,53710.0,53710.166666666664,2005B049,Roe
2005B,53710.166666666664,53710.666666666664,2005B046,Greathouse
2005B,53711.0,53711.166666666664,2005B049,Roe
2005B,53711.166666666664,53711.666666666664,2005B046,Greathouse
2005B,53712.0,53712.166666666664,2005B049,Roe
2005B,53714.166666666664,53714.666666666664,2005B047,Greathouse
2005B,53715.166666666664,53715.415972222225,2005B047,Greathouse
2005B,53715.415972222225,53715.666666666664,2005B010,Harper
2005B,53716.166666666664,53716.666666666664,2005B010,Harper
2005B,53717.0,53717.166666666664,2005B056,Ohtsuki
2005B,53717.166666666664,53717.666666666664,2005B001,Luhman
2005B,53718.0,53718.166666666664,2005B056,Ohtsuki
2005B,53718.166666666664,53718.666666666664,2005B001,Luhman
2005B,53719.0,53719.166666666664,2005B056,Ohtsuki
2005B,53719.166666666664,53719.666666666664,2005B001,Luhman
2005B,53720.0,53720.166666666664,2005B111,Sagawa
2005B,53720.166666666664,53720.458333333336,2005B058,Reipurth
2005B,53720.458333333336,53720.708333333336,2005B005,Orton
2005B,53721.0,53721.166666666664,2005B111,Sagawa
2005B,53721.166666666664,53721.458333333336,2005B093,Magri
2005B,53721.458333333336,53721.708333333336,2005B005,Orton
2005B,53722.166666666664,53722.415972222225,2005B093,Magri
2005B,53722.415972222225,53722.666666666664,2005B043,Bjorkman
2005B,53723.166666666664,53723.415972222225,2005B093,Magri
2005B,53723.415972222225,53723.666666666664,2005B043,Bjorkman
2005B,53724.166666666664,53724.415972222225,2005B999,Engineering
2005B,53724.415972222225,53724.666666666664,2005B101,Stallard
2005B,53725.166666666664,53725.415972222225,2005B999,Engineering
2005B,53725.415972222225,53725.666666666664,2005B101,Stallard
2005B,53726.166666666664,53726.415972222225,2005B999,Engineering
2005B,53726.415972222225,53726.666666666664,2005B101,Stallard
2005B,53727.166666666664,53727.666666666664,2005B089,Johns-Krull
2005B,53728.166666666664,53728.666666666664,2005B089,Johns-Krull
2005B,53731.166666666664,53731.666666666664,2005B095,Muzerolle
2005B,53732.166666666664,53732.666666666664,2005B095,Muzerolle
2005B,53733.166666666664,53733.666666666664,2005B095,Muzerolle
2005B,53734.166666666664,53734.666666666664,2005B095,Muzerolle
2005B,53735.16666473768,53735.66665895071,2005B022,Burgasser
2005B,53737.166666666664,53737.666666666664,2005B042,Bjorkman
2005B,53738.166666666664,53738.666666666664,2005B036,Peterson
2005B,53739.166666666664,53739.666666666664,2005B036,Peterson
2005B,53740.166666666664,53740.666666666664,2005B036,Peterson
2005B,53741.0,53741.415972222225,2005B070,Mumma
2005B,53741.415972222225,53741.666666666664,2005B999,Engineering
2005B,53742.0,53742.415972222225,2005B070,Mumma
2005B,53742.415972222225,53742.666666666664,2005B094,Merline
2005B,53743.0,53743.415972222225,2005B070,Mumma
2005B,53743.415972222225,53743.666666666664,2005B094,Merline
2005B,53744.166666666664,53744.666666666664,2005B008,Elvis
2005B,53745.166666666664,53745.666666666664,2005B008,Elvis
2005B,53746.166666666664,53746.666666666664,2005B008,Elvis
2005B,53747.0,53747.415972222225,2005B070,Mumma
2005B,53747.415972222225,53747.666666666664,2005B094,Merline
2005B,53748.0,53748.415972222225,2005B070,Mumma
2005B,53749.0,53749.415972222225,2005B070,Mumma
2005B,53750.0,53750.415972222225,2005B076,Novak
2005B,53750.40972222222,53750.666666666664,2005B072,Chanover
2005B,53751.0,53751.415972222225,2005B076,Novak
2005B,53751.415972222225,53751.666666666664,2005B072,Chanover
2005B,53752.0,53752.415972222225,2005B076,Novak
2005B,53752.415972222225,53752.666666666664,2005B072,Chanover
2005B,53753.166666666664,53753.415972222225,2005B067,Simon
2005B,53753.415972222225,53753.666666666664,2005B101,Stallard
2005B,53754.166666666664,53754.415972222225,2005B067,Simon
2005B,53754.415972222225,53754.666666666664,2005B101,Stallard
2005B,53755.166666666664,53755.415972222225,2005B058,Reipurth
2005B,53755.415972222225,53755.666666666664,2005B101,Stallard
2005B,53756.0,53756.375,2005B070,Mumma
2005B,53756.375,53756.666666666664,2005B058,Reipurth
2005B,53757.0,53757.375,2005B070,Mumma
2005B,53757.375,53757.666666666664,2005B026,Birlan
2005B,53758.0,53758.375,2005B070,Mumma
2005B,53758.375,53758.666666666664,2005B026,Birlan
2005B,53759.166666666664,53759.666666666664,2005B045,Gordon
2005B,53760.166666666664,53760.666666666664,2005B045,Gordon
2005B,53761.166666666664,53761.333333333336,2005B106,van
2005B,53761.333333333336,53761.666666666664,2005B078,Yanamandra-Fisher
2005B,53762.166666666664,53762.333333333336,2005B106,van
2005B,53762.333333333336,53762.666666666664,2005B078,Yanamandra-Fisher
2005B,53763.166666666664,53763.333333333336,2005B019,Tokunaga
2005B,53763.333333333336,53763.666666666664,2005B078,Yanamandra-Fisher
2005B,53764.166666666664,53764.333333333336,2005B019,Tokunaga
2005B,53764.333333333336,53764.666666666664,2005B005,Orton
2005B,53764.666666666664,53764.833333333336,2005B006,Orton
2005B,53765.166666666664,53765.333333333336,2005B019,Tokunaga
2005B,53765.333333333336,53765.666666666664,2005B005,Orton
2005B,53765.666666666664,53765.833333333336,2005B006,Orton
2005B,53766.166666666664,53766.666666666664,2005B030,Abell
2005B,53767.166666666664,53767.666666666664,2005B030,Abell
2006A,53768.166666666664,53768.44097222222,2006A073,Bender
2006A,53768.44097222222,53768.666666666664,2006A054,Campbell
2006A,53769.166666666664,53769.44097222222,2006A073,Bender
2006A,53769.44097222222,53769.666666666664,2006A054,Campbell
2006A,53770.166666666664,53770.458333333336,2006A038,Keller
2006A,53770.458333333336,53770.666666666664,2006A054,Campbell
2006A,53771.166666666664,53771.458333333336,2006A038,Keller
2006A,53771.458333333336,53771.645833333336,2006A054,Campbell
2006A,53772.166666666664,53772.458333333336,2006A084,Stringfellow
2006A,53772.458333333336,53772.645833333336,2006A054,Campbell
2006A,53773.166666666664,53773.375,2006A084,Stringfellow
2006A,53773.166666666664,53773.44097222222,2006A020,Walter
2006A,53773.375,53773.645833333336,2006A050,Stallard
2006A,53773.44097222222,53773.645833333336,2006A050,Stallard
2006A,53775.166666666664,53775.375,2006A005,Krasnopolsky
2006A,53775.166666666664,53775.375,2006A005,Krasnopolsky
2006A,53775.166666666664,53775.375,2006A068,Fast
2006A,53775.375,53775.645833333336,2006A050,Stallard
2006A,53775.375,53775.645833333336,2006A050,Stallard
2006A,53775.375,53775.666666666664,2006A066,Livengood
2006A,53775.666666666664,53775.916666666664,2006A071,Sonnabend
2006A,53778.166666666664,53778.375,2006A068,Fast
2006A,53778.375,53778.666666666664,2006A066,Livengood
2006A,53778.666666666664,53778.916666666664,2006A071,Sonnabend
2006A,53779.166666666664,53779.375,2006A068,Fast
2006A,53779.375,53779.666666666664,2006A066,Livengood
2006A,53779.666666666664,53779.916666666664,2006A071,Sonnabend
2006A,53780.166666666664,53780.375,2006A068,Fast
2006A,53780.375,53780.666666666664,2006A066,Livengood
2006A,53780.666666666664,53780.916666666664,2006A071,Sonnabend
2006A,53781.166666666664,53781.375,2006A068,Fast
2006A,53781.375,53781.666666666664,2006A066,Livengood
2006A,53781.666666666664,53781.791666666664,2006A071,Sonnabend
2006A,53782.166666666664,53782.541666666664,2006A006,Orton
2006A,53782.541666666664,53782.708333333336,2006A041,Ohtsuki
2006A,53783.166666666664,53783.541666666664,2006A006,Orton
2006A,53783.541666666664,53783.708333333336,2006A041,Ohtsuki
2006A,53784.166666666664,53784.541666666664,2006A055,Adamkovics
2006A,53784.541666666664,53784.708333333336,2006A047,Sagawa
2006A,53785.166666666664,53785.541666666664,2006A070,Smith
2006A,53785.541666666664,53785.708333333336,2006A047,Sagawa
2006A,53786.166666666664,53786.666666666664,2006A070,Smith
2006A,53787.166666666664,53787.5,2006A033,Chanover
2006A,53787.5,53787.666666666664,2006A082,Kelley
2006A,53788.166666666664,53788.333333333336,2006A033,Chanover
2006A,53788.333333333336,53788.34722222222,2006A031,Schaller
2006A,53788.34722222222,53788.5,2006A033,Chanover
2006A,53788.5,53788.666666666664,2006A082,Kelley
2006A,53789.166666666664,53789.333333333336,2006A033,Chanover
2006A,53789.333333333336,53789.34722222222,2006A031,Schaller
2006A,53789.34722222222,53789.5,2006A033,Chanover
2006A,53789.5,53789.666666666664,2006A082,Kelley
2006A,53790.166666666664,53790.333333333336,2006A082,Kelley
2006A,53790.333333333336,53790.34722222222,2006A031,Schaller
2006A,53790.34722222222,53790.666666666664,2006A082,Kelley
2006A,53791.166666666664,53791.333333333336,2006A082,Kelley
2006A,53791.333333333336,53791.34722222222,2006A031,Schaller
2006A,53791.34722222222,53791.666666666664,2006A082,Kelley
2006A,53792.0,53792.375,2006A057,Mumma
2006A,53792.375,53792.40277777778,2006A031,Schaller
2006A,53792.40277777778,53792.666666666664,2006A009,Shepard
2006A,53793.0,53793.375,2006A057,Mumma
2006A,53793.375,53793.40277777778,2006A031,Schaller
2006A,53793.40277777778,53793.666666666664,2006A009,Shepard
2006A,53794.0,53794.375,2006A057,Mumma
2006A,53794.375,53794.40277777778,2006A031,Schaller
2006A,53794.40277777778,53794.666666666664,2006A024,Lynch
2006A,53795.0,53795.375,2006A057,Mumma
2006A,53795.291666666664,53795.305555555555,2006A031,Schaller
2006A,53795.291666666664,53795.305555555555,2006A031,Schaller
2006A,53795.375,53795.40277777778,2006A031,Schaller
2006A,53795.40277777778,53795.666666666664,2006A022,Binzel
2006A,53798.0,53798.375,2006A057,Mumma
2006A,53798.375,53798.666666666664,2006A015,de
2006A,53799.0,53799.375,2006A057,Mumma
2006A,53799.375,53799.666666666664,2006A015,de
2006A,53800.0,53800.375,2006A057,Mumma
2006A,53800.375,53800.666666666664,2006A044,Howell
2006A,53801.0,53801.375,2006A057,Mumma
2006A,53801.375,53801.666666666664,2006A044,Howell
2006A,53802.166666666664,53802.291666666664,2006A055,Adamkovics
2006A,53802.291666666664,53802.305555555555,2006A031,Schaller
2006A,53802.305555555555,53802.458333333336,2006A055,Adamkovics
2006A,53802.458333333336,53802.666666666664,2006A044,Howell
2006A,53803.166666666664,53803.666666666664,2006A999,Engineering
2006A,53804.166666666664,53804.666666666664,2006A999,Engineering
2006A,53804.958333333336,53804.333333333336,2006A072,Novak
2006A,53805.333333333336,53805.666666666664,2006A040,Burgasser
2006A,53805.958333333336,53805.333333333336,2006A072,Novak
2006A,53806.333333333336,53806.666666666664,2006A040,Burgasser
2006A,53806.958333333336,53806.333333333336,2006A072,Novak
2006A,53807.333333333336,53807.666666666664,2006A027,Kirkpatrick
2006A,53807.958333333336,53807.333333333336,2006A072,Novak
2006A,53808.333333333336,53808.666666666664,2006A027,Kirkpatrick
2006A,53808.958333333336,53808.333333333336,2006A072,Novak
2006A,53809.333333333336,53809.666666666664,2006A027,Kirkpatrick
2006A,53810.166666666664,53810.666666666664,2006A999,Engineering
2006A,53811.166666666664,53811.666666666664,2006A999,Engineering
2006A,53812.166666666664,53812.4375,2006A033,Chanover
2006A,53812.4375,53812.666666666664,2006A051,Tedesco
2006A,53813.166666666664,53813.4375,2006A033,Chanover
2006A,53813.4375,53813.666666666664,2006A051,Tedesco
2006A,53814.166666666664,53814.25,2006A033,Chanover
2006A,53814.25,53814.26388888889,2006A031,Schaller
2006A,53814.26388888889,53814.4375,2006A033,Chanover
2006A,53814.4375,53814.666666666664,2006A051,Tedesco
2006A,53815.166666666664,53815.25,2006A033,Chanover
2006A,53815.25,53815.26388888889,2006A031,Schaller
2006A,53815.26388888889,53815.4375,2006A033,Chanover
2006A,53815.4375,53815.666666666664,2006A051,Tedesco
2006A,53816.166666666664,53816.666666666664,2006A051,Tedesco
2006A,53817.166666666664,53817.25,2006A054,Campbell
2006A,53817.25,53817.26388888889,2006A031,Schaller
2006A,53817.26388888889,53817.666666666664,2006A054,Campbell
2006A,53818.166666666664,53818.25,2006A054,Campbell
2006A,53818.25,53818.26388888889,2006A031,Schaller
2006A,53818.26388888889,53818.666666666664,2006A054,Campbell
2006A,53818.666666666664,53818.8125,2006A088,Ohtsuki
2006A,53819.166666666664,53819.458333333336,2006A058,Retherford
2006A,53819.458333333336,53819.666666666664,2006A018,Marcq
2006A,53819.666666666664,53819.8125,2006A088,Ohtsuki
2006A,53820.166666666664,53820.458333333336,2006A058,Retherford
