SEMESTER,MJD START,MJD END,PI,PROGRAM
2007A,54300.22222,54300.66667,Giveon,2007A011
2007A,54300.22222,54300.66667,Lynch,2007A016
2007A,54300.22222,54300.66667,Gordon,2007A066
2007A,54300.22222,54300.66667,Gordon,2007A066
2007A,54300.29167,54300.66667,Simon,2007A988
2007A,54300.29167,54300.66667,Simon,2007A988
2007A,54310.16667,54310.20833,Young,2007A083
2007A,54310.20833,54310.44792,Osten,2007A062
2007A,54311.20833,54311.29167,Vervack,2007A987
2007A,54311.20833,54311.22222,Orton,2007A992
2007A,54311.44792,54311.46875,Birlan,2007A027
2007A,54311.46875,54311.66667,Osten,2007A062
2007A,54311.58333,54311.66667,Binzel,2007A986
2007B,54313.16667,54313.41597,Miller,2007B010
2007B,54313.41597,54313.66667,Lynch,2007B022
2007B,54314.16667,54314.41597,Miller,2007B010
2007B,54314.41597,54314.66667,Lynch,2007B022
2007B,54315.16667,54315.41597,Miller,2007B010
2007B,54315.41597,54315.66667,Sromovsky,2007B064
2007B,54316.16667,54316.41597,Miller,2007B010
2007B,54316.41597,54316.69583,Sromovsky,2007B064
2007B,54317.16667,54317.375,Olkin,2007B058
2007B,54317.375,54317.66667,Yang,2007B042
2007B,54318.16667,54318.375,Olkin,2007B058
2007B,54318.375,54318.66667,Yang,2007B042
2007B,54319.16667,54319.375,Olkin,2007B058
2007B,54319.375,54319.66667,McCrady,2007B089
2007B,54320.16667,54320.375,Olkin,2007B058
2007B,54320.375,54320.66667,McCrady,2007B089
2007B,54321.16667,54321.375,Olkin,2007B058
2007B,54321.375,54321.66667,McCrady,2007B089
2007B,54322.16667,54322.375,Olkin,2007B058
2007B,54322.375,54322.66667,McCrady,2007B089
2007B,54323.16667,54323.20833,Orton,2007B995
2007B,54323.20833,54323.66667,Swain,2007B032
2007B,54324.125,54324.16667,Orton,2007B995
2007B,54324.16667,54324.66667,Deming,2007B071
2007B,54325.16667,54325.39583,Bjoraker,2007B044
2007B,54325.39583,54325.66667,Vernazza,2007B039
2007B,54326.16667,54326.39583,Bjoraker,2007B044
2007B,54326.39583,54326.66667,Vernazza,2007B039
2007B,54327.16667,54327.39583,Bjoraker,2007B044
2007B,54327.39583,54327.66667,Chamberlain,2007B086
2007B,54328.16667,54328.41597,Sitko,2007B008
2007B,54328.41597,54328.66667,Hammel,2007B011
2007B,54329.16667,54329.41597,Sitko,2007B008
2007B,54329.41597,54329.66667,Hammel,2007B011
2007B,54330.16667,54330.41597,Sitko,2007B008
2007B,54330.41597,54330.66667,Hammel,2007B011
2007B,54331.16667,54331.41597,Sitko,2007B008
2007B,54331.41597,54331.66667,Hammel,2007B011
2007B,54332.16667,54332.41597,Sitko,2007B008
2007B,54332.41597,54332.66667,Hammel,2007B011
2007B,54333.16667,54333.41597,Sitko,2007B008
2007B,54333.41597,54333.66667,Hammel,2007B011
2007B,54334.16667,54334.4375,Engineering,2007B999
2007B,54335.16667,54335.66667,Engineering,2007B999
2007B,54335.4375,54335.66667,Allers,2007B991
2007B,54336.16667,54336.41597,Stallard,2007B990
2007B,54336.41597,54336.66667,Engineering,2007B999
2007B,54337.16667,54337.45833,Metchev,2007B055
2007B,54338.16667,54338.41597,Smith,2007B063
2007B,54338.41597,54338.66667,Imanishi,2007B006
2007B,54338.45833,54338.66667,Imanishi,2007B006
2007B,54339.16667,54339.41597,Smith,2007B063
2007B,54339.41597,54339.66667,Imanishi,2007B006
2007B,54340.16667,54340.41597,Smith,2007B063
2007B,54340.41597,54340.66667,Imanishi,2007B006
2007B,54341.16667,54341.41597,Smith,2007B063
2007B,54341.41597,54341.66667,Imanishi,2007B006
2007B,54342.16667,54342.41597,Smith,2007B063
2007B,54342.41597,54342.66667,Imanishi,2007B006
2007B,54343.16667,54343.66667,Swain,2007B032
2007B,54344.16667,54344.41597,Emery,2007B073
2007B,54344.41597,54344.66667,Potter,2007B035
2007B,54345.16667,54345.41597,Emery,2007B073
2007B,54345.41597,54345.66667,Potter,2007B035
2007B,54346.16667,54346.41597,Emery,2007B073
2007B,54346.41597,54346.66667,Potter,2007B035
2007B,54347.16667,54347.66667,Chamberlain,2007B086
2007B,54348.16667,54348.66667,Chamberlain,2007B086
2007B,54349.08333,54349.29167,Orton,2007B093
2007B,54349.29167,54349.66667,Emery,2007B073
2007B,54350.08333,54350.29167,Orton,2007B093
2007B,54350.29167,54350.66667,Emery,2007B073
2007B,54350.66667,54350.83333,Young,2007B026
2007B,54351.16667,54351.66667,Bjorkman,2007B069
2007B,54351.66667,54351.83333,Young,2007B026
2007B,54352.16667,54352.66667,Norwood,2007B092
2007B,54352.66667,54352.83333,Young,2007B026
2007B,54353.16667,54353.66667,Norwood,2007B092
2007B,54353.66667,54353.83333,Young,2007B026
2007B,54354.16667,54354.41597,Lynch,2007B022
2007B,54354.41597,54354.66667,Rivkin,2007B036
2007B,54354.66667,54354.83333,Young,2007B026
2007B,54355.16667,54355.41597,Lynch,2007B022
2007B,54355.41597,54355.66667,Rivkin,2007B036
2007B,54355.66667,54355.83333,Young,2007B026
2007B,54356.16667,54356.66667,Volquardsen,2007B031
2007B,54356.66667,54356.83333,Young,2007B026
2007B,54357.16667,54357.66667,Binzel,2007B012
2007B,54357.66667,54357.83333,Young,2007B026
2007B,54358.16667,54358.66667,Burgasser,2007B023
2007B,54358.66667,54358.83333,Young,2007B026
2007B,54359.16667,54359.66667,Volquardsen,2007B041
2007B,54359.66667,54359.83333,Young,2007B026
2007B,54360.16667,54360.41597,Engineering,2007B999
2007B,54360.41597,54360.66667,Engineering,2007B999
2007B,54361.16667,54361.41597,Engineering,2007B999
2007B,54361.41597,54361.66667,Liu,2007B998
2007B,54362.16667,54362.66667,Engineering,2007B999
2007B,54363.16667,54363.66667,Swain,2007B032
2007B,54364.16667,54364.625,Axon,2007B025
2007B,54365.16667,54365.625,Axon,2007B025
2007B,54365.625,54365.97917,Ohtsuki,2007B083
2007B,54366.16667,54366.625,Axon,2007B025
2007B,54366.625,54366.97917,Ohtsuki,2007B083
2007B,54367.16667,54367.66667,Axon,2007B025
2007B,54367.625,54367.97917,Ohtsuki,2007B083
2007B,54368.16667,54368.66667,Axon,2007B025
2007B,54369.16667,54369.66667,Axon,2007B025
2007B,54370.16667,54370.41597,Engineering,2007B999
2007B,54370.41597,54370.66667,Cushing,2007B997
2007B,54371.125,54371.16667,Orton,2007B995
2007B,54371.16667,54371.66667,Deming,2007B071
2007B,54372.125,54372.16667,Orton,2007B995
2007B,54372.16667,54372.41597,Norwood,2007B996
2007B,54372.41597,54372.66667,Cushing,2007B997
2007B,54372.66667,54372.83333,Orton,2007B033
2007B,54373.125,54373.16667,Orton,2007B995
2007B,54373.16667,54373.66667,Volquardsen,2007B041
2007B,54373.66667,54373.83333,Orton,2007B033
2007B,54374.16667,54374.66667,Binzel,2007B012
2007B,54375.16667,54375.66667,Binzel,2007B012
2007B,54376.16667,54376.54167,Binzel,2007B043
2007B,54377.16667,54377.41597,Binzel,2007B043
2007B,54377.41597,54377.66667,Vernazza,2007B039
2007B,54377.54167,54377.66667,Vernazza,2007B039
2007B,54377.66667,54377.875,Orton,2007B034
2007B,54378.16667,54378.41597,Binzel,2007B043
2007B,54378.41597,54378.66667,Vernazza,2007B039
2007B,54378.66667,54378.875,Orton,2007B034
2007B,54379.16667,54379.66667,Chamberlain,2007B086
2007B,54380.16667,54380.58333,Bjorkman,2007B069
2007B,54381.16667,54381.58333,Bjorkman,2007B069
2007B,54381.58333,54381.66667,Slanger,2007B062
2007B,54382.16667,54382.41597,Lynch,2007B022
2007B,54382.41597,54382.58333,Connelley,2007B024
2007B,54382.58333,54382.66667,Slanger,2007B062
2007B,54383.16667,54383.41597,Lynch,2007B022
2007B,54383.41597,54383.58333,Connelley,2007B024
2007B,54383.58333,54383.66667,Slanger,2007B062
2007B,54384.16667,54384.29167,Connelley,2007B994
2007B,54384.29167,54384.41597,Engineering,2007B999
2007B,54384.41597,54384.5625,Looper,2007B993
2007B,54384.58333,54384.66667,Slanger,2007B062
2007B,54385.16667,54385.41597,Stallard,2007B009
2007B,54385.41597,54385.66667,Connelley,2007B024
2007B,54385.5625,54385.66667,Sharpee,2007B992
2007B,54386.16667,54386.41597,Stallard,2007B009
2007B,54386.41597,54386.66667,Connelley,2007B024
2007B,54387.16667,54387.41597,Stallard,2007B009
2007B,54387.41597,54387.66667,Connelley,2007B024
2007B,54388.16667,54388.41597,Stallard,2007B009
2007B,54388.41597,54388.75,Krasnopolsky,2007B016
2007B,54389.16667,54389.41597,Stallard,2007B009
2007B,54389.41597,54389.75,Krasnopolsky,2007B016
2007B,54390.16667,54390.41597,Stallard,2007B009
2007B,54390.41597,54390.75,Krasnopolsky,2007B016
2007B,54391.16667,54391.66667,Deming,2007B071
2007B,54392.16667,54392.66667,Livengood,2007B050
2007B,54393.16667,54393.66667,Livengood,2007B050
2007B,54394.16667,54394.66667,Livengood,2007B050
2007B,54394.66667,54394.91667,Sonnabend,2007B037
2007B,54395.16667,54395.66667,Fast,2007B049
2007B,54395.66667,54395.91667,Sonnabend,2007B037
2007B,54396.16667,54396.66667,Fast,2007B049
2007B,54396.66667,54396.91667,Sonnabend,2007B037
2007B,54397.16667,54397.66667,Fast,2007B049
2007B,54397.66667,54397.91667,Sonnabend,2007B037
2007B,54398.16667,54398.66667,Fast,2007B049
2007B,54399.16667,54399.65278,Bus,2007B085
2007B,54400.16667,54400.65278,Bus,2007B085
2007B,54400.65278,54400.66667,Schaller,2007B060
2007B,54401.16667,54401.65278,Martins,2007B029
2007B,54401.65278,54401.66667,Schaller,2007B060
2007B,54402.16667,54402.65278,Martins,2007B029
2007B,54402.65278,54402.66667,Schaller,2007B060
2007B,54403.29167,54403.41597,Dello,2007B988
2007B,54403.41597,54403.65278,Bus,2007B085
2007B,54403.65278,54403.66667,Schaller,2007B060
2007B,54404.16667,54404.66667,Martins,2007B029
2007B,54404.65278,54404.66667,Schaller,2007B060
2007B,54405.16667,54405.3125,Engineering,2007B999
2007B,54405.3125,54405.41597,Dello,2007B988
2007B,54405.41597,54405.65278,Bus,2007B085
2007B,54405.66667,54405.83333,Orton,2007B033
2007B,54406.16667,54406.41597,Kilic,2007B017
2007B,54406.41597,54406.61111,Lynch,2007B022
2007B,54406.65278,54406.66667,Schaller,2007B060
2007B,54406.66667,54406.83333,Orton,2007B033
2007B,54407.16667,54407.41597,Kilic,2007B017
2007B,54407.41597,54407.61111,Lynch,2007B022
2007B,54407.61111,54407.625,Schaller,2007B060
2007B,54407.625,54407.83333,Marcq,2007B052
2007B,54408.16667,54408.61111,Bjorkman,2007B069
2007B,54408.61111,54408.625,Schaller,2007B060
2007B,54408.625,54408.83333,Marcq,2007B052
2007B,54409.16667,54409.65278,Hanson,2007B018
2007B,54409.61111,54409.625,Schaller,2007B060
2007B,54409.625,54409.83333,Marcq,2007B052
2007B,54410.16667,54410.65278,Hanson,2007B018
2007B,54410.65278,54410.66667,Schaller,2007B060
2007B,54411.16667,54411.65278,Hanson,2007B018
2007B,54411.65278,54411.66667,Schaller,2007B060
2007B,54412.16667,54412.65278,Ziffer,2007B068
2007B,54412.65278,54412.66667,Schaller,2007B060
2007B,54413.16667,54413.61111,Looper,2007B051
2007B,54413.65278,54413.66667,Schaller,2007B060
2007B,54414.16667,54414.61111,Looper,2007B051
2007B,54414.61111,54414.625,Schaller,2007B060
2007B,54414.625,54414.83333,Iwagami,2007B002
2007B,54415.16667,54415.61111,Tokunaga,2007B020
2007B,54415.61111,54415.625,Schaller,2007B060
2007B,54415.625,54415.83333,Iwagami,2007B002
2007B,54416.16667,54416.61111,Cruz,2007B070
2007B,54416.61111,54416.625,Schaller,2007B060
2007B,54416.625,54416.83333,Iwagami,2007B002
2007B,54417.16667,54417.66667,Cruz,2007B070
2007B,54417.61111,54417.625,Schaller,2007B060
2007B,54417.625,54417.83333,Iwagami,2007B002
2007B,54418.16667,54418.33333,Engineering,2007B999
2007B,54418.33333,54418.5,Shkolnik,2007B986
2007B,54419.16667,54419.41597,Engineering,2007B999
2007B,54419.41597,54419.52083,Yang,2007B985
2007B,54419.5,54419.60417,Connelley,2007B994
2007B,54419.60417,54419.66667,Shkolnik,2007B986
2007B,54420.16667,54420.41597,Engineering,2007B999
2007B,54420.41597,54420.52083,Yang,2007B985
2007B,54420.52083,54420.66667,Connelley,2007B994
2007B,54421.16667,54421.65278,Magnier,2007B088
2007B,54421.52083,54421.66667,Connelley,2007B994
2007B,54422.16667,54422.65278,Magnier,2007B088
2007B,54422.65278,54422.66667,Schaller,2007B060
2007B,54423.16667,54423.65278,Magnier,2007B088
2007B,54423.65278,54423.66667,Schaller,2007B060
2007B,54424.16667,54424.65278,Magnier,2007B088
2007B,54424.65278,54424.66667,Schaller,2007B060
2007B,54425.16667,54425.65278,Rivkin,2007B036
2007B,54425.65278,54425.66667,Schaller,2007B060
2007B,54426.16667,54426.65278,Moskovitz,2007B056
2007B,54426.65278,54426.66667,Schaller,2007B060
2007B,54427.16667,54427.41597,Crotts,2007B081
2007B,54427.41597,54427.66667,Metchev,2007B055
2007B,54427.65278,54427.66667,Schaller,2007B060
2007B,54428.16667,54428.41597,Crotts,2007B081
2007B,54428.41597,54428.65278,Abell,2007B080
2007B,54429.16667,54429.65278,Abell,2007B080
2007B,54429.65278,54429.66667,Schaller,2007B060
2007B,54430.16667,54430.65278,Abell,2007B080
2007B,54430.65278,54430.66667,Schaller,2007B060
2007B,54431.16667,54431.65278,Bjorkman,2007B069
2007B,54431.65278,54431.66667,Schaller,2007B060
2007B,54432.16667,54432.5,Walter,2007B066
2007B,54432.65278,54432.66667,Schaller,2007B060
2007B,54433.16667,54433.42361,Walter,2007B066
2007B,54433.5,54433.65278,Crotts,2007B081
2007B,54433.65278,54433.66667,Schaller,2007B060
2007B,54434.16667,54434.42361,Walter,2007B066
2007B,54434.42361,54434.65278,Lynch,2007B022
2007B,54434.65278,54434.66667,Schaller,2007B060
2007B,54435.16667,54435.41597,Walter,2007B066
2007B,54435.41597,54435.66667,Blaney,2007B045
2007B,54435.42361,54435.65278,Lynch,2007B022
2007B,54435.65278,54435.66667,Schaller,2007B060
2007B,54436.16667,54436.65278,Luhman,2007B028
2007B,54437.16667,54437.65278,Luhman,2007B028
2007B,54437.65278,54437.66667,Schaller,2007B060
2007B,54438.16667,54438.66667,Sitko,2007B008
2007B,54438.65278,54438.66667,Schaller,2007B060
2007B,54439.16667,54439.66667,Sitko,2007B008
2007B,54440.16667,54440.66667,Sitko,2007B008
2007B,54441.16667,54441.66667,Sitko,2007B008
2007B,54442.16667,54442.66667,Lynch,2007B015
2007B,54443.16667,54443.66667,Lynch,2007B015
2007B,54444.16667,54444.66667,Lynch,2007B015
2007B,54445.16667,54445.375,Peterson,2007B084
2007B,54445.375,54445.66667,Lacerda,2007B095
2007B,54446.16667,54446.375,Peterson,2007B084
2007B,54446.375,54446.66667,Lacerda,2007B095
2007B,54447.16667,54447.375,Petersen,2007B084
2007B,54447.375,54447.66667,Lacerda,2007B095
2007B,54448.16667,54448.65278,Tokunaga,2007B020
2007B,54449.16667,54449.41597,Connelley,2007B024
2007B,54449.41597,54449.66667,Chanover,2007B046
2007B,54449.65278,54449.66667,Schaller,2007B060
2007B,54450.16667,54450.41597,Connelley,2007B024
2007B,54450.41597,54450.66667,Chanover,2007B046
2007B,54450.66667,54450.83333,Orton,2007B033
2007B,54451.16667,54451.41597,Connelley,2007B024
2007B,54451.41597,54451.65278,Chanover,2007B046
2007B,54451.66667,54451.83333,Orton,2007B033
2007B,54452.16667,54452.41597,Engineering,2007B999
2007B,54452.41597,54452.65278,Chanover,2007B046
2007B,54452.65278,54452.66667,Schaller,2007B060
2007B,54453.16667,54453.41597,Engineering,2007B999
2007B,54453.41597,54453.66667,Blaney,2007B045
2007B,54453.65278,54453.66667,Schaller,2007B060
2007B,54454.16667,54454.65278,Shepard,2007B061
2007B,54455.04167,54455.375,Kelley,2007B057
2007B,54455.375,54455.65278,Peterson,2007B084
2007B,54455.65278,54455.66667,Schaller,2007B060
2007B,54456.04167,54456.375,Kelley,2007B057
2007B,54456.375,54456.65278,Peterson,2007B084
2007B,54456.65278,54456.66667,Schaller,2007B060
2007B,54457.04167,54457.375,Kelley,2007B057
2007B,54457.375,54457.65278,Peterson,2007B084
2007B,54457.65278,54457.66667,Schaller,2007B060
2007B,54458.65278,54458.66667,Schaller,2007B060
2007B,54460.16667,54460.65278,Luhman,2007B027
2007B,54461.16667,54461.41597,Vervack,2007B065
2007B,54461.41597,54461.65278,Rivkin,2007B036
2007B,54461.65278,54461.66667,Schaller,2007B060
2007B,54462.16667,54462.41597,Dello,2007B048
2007B,54462.41597,54462.65278,Rivkin,2007B036
2007B,54462.65278,54462.66667,Schaller,2007B060
2007B,54463.16667,54463.41597,Dello,2007B048
2007B,54463.41597,54463.65278,Volquardsen,2007B041
2007B,54463.65278,54463.66667,Schaller,2007B060
2007B,54464.16667,54464.65278,Blaney,2007B045
2007B,54464.65278,54464.66667,Schaller,2007B060
2007B,54465.65278,54465.66667,Schaller,2007B060
2007B,54466.16667,54466.65278,Megeath,2007B091
2007B,54467.16667,54467.65278,Megeath,2007B091
2007B,54467.65278,54467.66667,Schaller,2007B060
2007B,54468.16667,54468.65278,Megeath,2007B091
2007B,54468.65278,54468.66667,Schaller,2007B060
2007B,54469.16667,54469.65278,Megeath,2007B091
2007B,54469.65278,54469.66667,Schaller,2007B060
2007B,54470.16667,54470.375,Vervack,2007B065
2007B,54470.375,54470.41597,Reddy,2007B987
2007B,54470.41597,54470.54167,Lynch,2007B022
2007B,54470.65278,54470.66667,Schaller,2007B060
2007B,54471.04167,54471.41597,DiSanti,2007B072
2007B,54471.41597,54471.54167,Lynch,2007B022
2007B,54471.54167,54471.55556,Schaller,2007B060
2007B,54471.55556,54471.66667,Lynch,2007B022
2007B,54472.04167,54472.41597,DiSanti,2007B072
2007B,54472.41597,54472.54167,Burgasser,2007B023
2007B,54472.54167,54472.55556,Schaller,2007B060
2007B,54472.55556,54472.66667,Lynch,2007B022
2007B,54473.04167,54473.41597,DiSanti,2007B072
2007B,54473.41597,54473.54167,Burgasser,2007B023
2007B,54473.54167,54473.55556,Schaller,2007B060
2007B,54473.55556,54473.66667,Burgasser,2007B023
2007B,54474.04167,54474.41597,DiSanti,2007B072
2007B,54474.375,54474.54167,Burgasser,2007B023
2007B,54474.54167,54474.55556,Schaller,2007B060
2007B,54474.55556,54474.66667,Burgasser,2007B023
2007B,54475.04167,54475.41597,DiSanti,2007B072
2007B,54475.41597,54475.54167,Burgasser,2007B023
2007B,54475.54167,54475.55556,Schaller,2007B060
2007B,54475.55556,54475.66667,Burgasser,2007B023
2007B,54476.16667,54476.41597,Dello,2007B048
2007B,54476.41597,54476.54167,Burgasser,2007B023
2007B,54476.54167,54476.55556,Schaller,2007B060
2007B,54476.55556,54476.66667,Burgasser,2007B023
2007B,54477.16667,54477.41597,Dello,2007B048
2007B,54477.41597,54477.54167,Burgasser,2007B023
2007B,54477.54167,54477.55556,Schaller,2007B060
2007B,54477.55556,54477.66667,Burgasser,2007B023
2007B,54478.16667,54478.41597,Vervack,2007B065
2007B,54478.41597,54478.54167,Burgasser,2007B023
2007B,54478.54167,54478.55556,Schaller,2007B060
2007B,54478.55556,54478.66667,Burgasser,2007B023
2007B,54479.16667,54479.52778,Tokunaga,2007B020
2007B,54479.54167,54479.55556,Schaller,2007B060
2007B,54479.55556,54479.66667,Burgasser,2007B023
2007B,54480.16667,54480.52778,Tokunaga,2007B020
2007B,54480.52778,54480.54167,Schaller,2007B060
2007B,54480.54167,54480.70833,Orton,2007B033
2007B,54481.04167,54481.375,Kelley,2007B057
2007B,54481.375,54481.66667,Orton,2007B034
2007B,54481.52778,54481.54167,Schaller,2007B060
2007B,54481.54167,54481.70833,Orton,2007B033
2007B,54482.04167,54482.375,Kelley,2007B057
2007B,54482.375,54482.66667,Orton,2007B034
2007B,54483.16667,54483.45833,Novak,2007B076
2007B,54484.16667,54484.45833,Novak,2007B076
2007B,54484.45833,54484.66667,Yanamandra-Fisher,2007B077
2007B,54485.16667,54485.45833,Novak,2007B076
2007B,54485.45833,54485.66667,Yanamandra-Fisher,2007B077
2007B,54486.16667,54486.66667,Lacy,2007B004
2007B,54486.45833,54486.66667,Vernazza,2007B040
2007B,54487.16667,54487.5,Campins,2007B047
2007B,54488.16667,54488.41597,Eng,2007B999
2007B,54488.41597,54488.66667,Looper,2007B993
2007B,54488.5,54488.51389,Schaller,2007B060
2007B,54488.51389,54488.66667,Campins,2007B047
2007B,54489.16667,54489.41597,Eng,2007B999
2007B,54489.41597,54489.66667,Looper,2007B993
2007B,54490.16667,54490.375,Engineering,2007B999
2007B,54490.375,54490.66667,Campins,2007B047
2007B,54491.16667,54491.4375,Walter,2007B066
2007B,54492.16667,54492.4375,Walter,2007B066
2007B,54492.4375,54492.66667,Liu,2007B984
2007B,54493.16667,54493.4375,Walter,2007B066
2007B,54493.4375,54493.47917,Engineering,2007B999
